編號,義項,語句編號,語句,語句TL,語句POJ,音檔,語句翻譯,語句翻譯POJ
11263,15397,1,一隻鳥仔徛佇稻草人的頭殼頂。,Tsi̍t tsiah tsiáu-á khiā tī tiū-tsháu-lâng ê thâu-khak-tíng.,Chi̍t chiah chiáu-á khiā tī tiū-chháu-lâng ê thâu-khak-téng.,11263-1-1.mp3,一隻鳥站在稻草人的頭頂上。,
11264,15398,1,伊磕袂著就欲罵人。,I kha̍p-bē-tio̍h tō beh mē--lâng.,I kha̍p-bē-tio̍h tō beh mē--lâng.,11264-1-1.mp3,他動不動就要罵人。,
11265,15399,1,伊行路跋倒，頭去磕著。,"I kiânn-lōo pua̍h-tó, thâu khì kha̍p--tio̍h.","I kiâⁿ-lō͘ poa̍h-tó, thâu khì kha̍p--tio̍h.",11265-1-1.mp3,他走路跌倒，去撞到頭。,
11266,15400,1,這个消息敢有確實？,Tsit ê siau-sit kám ū khak-si̍t?,Chit ê siau-sit kám ū khak-si̍t?,11266-1-1.mp3,這個消息正確嗎？,
11266,15401,1,伊確實是一个好人。,I khak-si̍t sī tsi̍t ê hó-lâng.,I khak-si̍t sī chi̍t ê hó-lâng.,11266-2-1.mp3,他確實是一個好人。,
11269,15404,1,磕頭求神明保庇。,Kha̍p-thâu kiû sîn-bîng pó-pì.,Kha̍p-thâu kiû sîn-bêng pó-pì.,11269-1-1.mp3,磕頭求神明保佑。,
11269,15405,1,磕頭自殺,kha̍p-thâu tsū-sat,kha̍p-thâu chū-sat,11269-2-1.mp3,磕頭自殺,
11272,15408,1,寫一篇文章。,Siá tsi̍t phinn bûn-tsiong.,Siá chi̍t phiⁿ bûn-chiong.,11272-1-1.mp3,寫一篇文章。,
11273,15409,1,飯篋仔,pn̄g-kheh-á,pn̄g-kheh-á,11273-1-1.mp3,飯盒,
11273,15409,2,餅篋仔,piánn-kheh-á,piáⁿ-kheh-á,11273-1-2.mp3,餅乾盒,
11274,15410,1,麵線糊,mī-suànn-kôo,mī-sòaⁿ-kô͘,11274-1-1.mp3,用麵線熬煮而成的小吃，口感濃稠,
11274,15410,2,秫米糊,tsu̍t-bí-kôo,chu̍t-bí-kô͘,11274-1-2.mp3,糯米漿糊,
11274,15411,1,目睭去予蜊仔肉糊著。,Ba̍k-tsiu khì hōo lâ-á-bah kôo--tio̍h.,Ba̍k-chiu khì hō͘ lâ-á-bah kô͘--tio̍h.,11274-2-1.mp3,眼睛被河蜆肉糊住了。罵人看不清真相。,
11274,15411,2,糊藥仔,kôo io̍h-á,kô͘ io̍h-á,11274-2-2.mp3,抹藥膏,
11274,15412,1,你這款身體袂輸紙糊的。,Lí tsit khuán sin-thé bē-su tsuá kôo--ê.,Lí chit khoán sin-thé bē-su chóa kô͘--ê.,11274-3-1.mp3,你這種身體好像用紙黏成的一樣。形容人的身體很差。,
11274,15412,2,糊紙厝,kôo tsuá-tshù,kô͘ chóa-chhù,11274-3-2.mp3,黏製紙屋,
11274,15413,1,麵煠甲糊去。,Mī sa̍h kah kôo--khì.,Mī sa̍h kah kô͘--khì.,11274-4-1.mp3,麵煮到糊掉。,
11274,15414,1,我無愛的物件硬欲糊予我。,Guá bô ài ê mi̍h-kiānn ngē beh kôo hōo--guá.,Góa bô ài ê mi̍h-kiāⁿ ngē beh kô͘ hō͘--góa.,11274-5-1.mp3,我不要的東西硬要推給我。,
11275,15415,1,糋甜粿,tsìnn tinn-kué,chìⁿ tiⁿ-kóe,11275-1-1.mp3,炸年糕,
11275,15415,2,糋番薯糋,tsìnn han-tsî-tsìnn,chìⁿ han-chî-chìⁿ,11275-1-2.mp3,炸番薯,
11275,15416,1,肉糋,bah-tsìnn,bah-chìⁿ,11275-2-1.mp3,炸肉,
11275,15416,2,豆乾糋,tāu-kuann-tsìnn,tāu-koaⁿ-chìⁿ,11275-2-2.mp3,油炸豆腐,
11276,15417,1,車仔線,tshia-á-suànn,chhia-á-sòaⁿ,11276-1-1.mp3,縫紉機專用的線,
11276,15417,2,麵線,mī-suànn,mī-sòaⁿ,11276-1-2.mp3,麵線,
11276,15417,3,鐵線,thih-suànn,thih-sòaⁿ,11276-1-3.mp3,鐵線,
11277,15418,1,一緟磚仔,tsi̍t thōng tsng-á,chi̍t thōng chng-á,11277-1-1.mp3,一疊磚塊,
11277,15418,2,一緟碗,tsi̍t thōng uánn,chi̍t thōng óaⁿ,11277-1-2.mp3,一疊碗,
11277,15418,3,一緟紙,tsi̍t thōng tsuá,chi̍t thōng chóa,11277-1-3.mp3,一疊紙,
11277,15419,1,伊共銀角仔緟起來。,I kā gîn-kak-á thōng--khí-lâi.,I kā gîn-kak-á thōng--khí-lâi.,11277-2-1.mp3,他把銅板疊起來。,
11277,15419,2,緟冊,thōng tsheh,thōng chheh,11277-2-2.mp3,疊書,
11278,15420,1,這个囡仔真有我的緣。,Tsit ê gín-á tsin ū guá ê iân.,Chit ê gín-á chin ū góa ê iân.,11278-1-1.mp3,這個孩子跟我特別投緣。,
11278,15420,2,若有緣就會相拄。,Nā ū-iân tō ē sio-tú.,Nā ū-iân tō ē sio-tú.,11278-1-2.mp3,若有緣就會相遇。,
11279,15421,1,編排,pian-pâi,pian-pâi,11279-1-1.mp3,編排,
11279,15421,2,編組,pian tsoo,pian cho͘,11279-1-2.mp3,編組,
11279,15422,1,編辭典,pian sû-tián,pian sû-tián,11279-2-1.mp3,編辭典,
11279,15422,2,新編的字典,sin pian ê jī-tián,sin pian ê jī-tián,11279-2-2.mp3,新編的字典,
11279,15423,1,編故事,pian kòo-sū,pian kò͘-sū,11279-3-1.mp3,編故事,
11279,15423,2,編劇,pian-kio̍k,pian-kio̍k,11279-3-2.mp3,編劇,
11280,15424,1,小緩咧,sió uān--leh,sió oān--leh,11280-1-1.mp3,稍微延後一下,
11280,15424,2,緩一兩日,uān--tsi̍t-nn̄g-ji̍t,oān--chi̍t-nn̄g-ji̍t,11280-1-2.mp3,延後個一兩天,
11281,15425,1,練武功,liān bú-kong,liān bú-kong,11281-1-1.mp3,練武功,
11281,15425,2,練寫字,liān-siá-jī,liān-siá-jī,11281-1-2.mp3,練寫字,
11282,15426,1,這个老師袂罵學生。,Tsit ê lāu-su bē mā ha̍k-sing.,Chit ê lāu-su bē mā ha̍k-seng.,11282-1-1.mp3,這個老師不會罵學生。,
11283,15427,1,相罵無好喙。,Sio-mē bô hó-tshuì.,Sio-mē bô hó-chhùi.,11283-1-1.mp3,兩個人如果吵架互罵，是不可能會有什麼好話的。,
11284,15428,1,代誌愛家己做，袂使干焦想欲糊人。,"Tāi-tsì ài ka-kī tsò, bē-sái kan-na siūnn-beh kôo--lâng.","Tāi-chì ài ka-kī chò, bē-sái kan-na siūⁿ-beh kô͘--lâng.",11284-1-1.mp3,事情自己做，不可以只想要依賴別人。,
11285,15429,1,用這个篋仔來貯細項物件。,Iōng tsit ê kheh-á lâi té sè hāng mi̍h-kiānn.,Iōng chit ê kheh-á lâi té sè hāng mi̍h-kiāⁿ.,11285-1-1.mp3,用這個盒子裝小東西。,
11285,15430,1,一篋仔餅,tsi̍t kheh-á piánn,chi̍t kheh-á piáⁿ,11285-2-1.mp3,一盒子餅,
11296,15441,1,我聽你咧練痟話。,Guá thiann lí teh liān-siáu-uē.,Góa thiaⁿ lí teh liān-siáu-ōe.,11296-1-1.mp3,我聽你在亂講。,
11296,15442,1,規陣人佇遐練痟話。,Kui-tīn lâng tī hia liān-siáu-uē.,Kui-tīn lâng tī hia liān-siáu-ōe.,11296-2-1.mp3,整群人在那瞎扯。,
11297,15443,1,看這个範勢，無走袂使矣！,"Khuànn tsit ê pān-sè, bô tsáu bē-sái--ah!","Khòaⁿ chit ê pān-sè, bô cháu bē-sái--ah!",11297-1-1.mp3,依這個態勢是不走不行了！,
11298,15444,1,你哪會遮糊塗，遮爾要緊的代誌竟然袂記得。,"Lí ná ē tsiah hôo-tôo, tsiah-nī iàu-kín ê tāi-tsì kìng-jiân bē-kì--tit.","Lí ná ē chiah hô͘-tô͘, chiah-nī iàu-kín ê tāi-chì kèng-jiân bē-kì--tit.",11298-1-1.mp3,你怎麼那麼胡塗，這麼重要的事竟然會忘記。,
11299,15445,1,這塊原木桌仔的線路真媠。,Tsit tè guân-bo̍k toh-á ê suànn-lōo tsin suí.,Chit tè goân-bo̍k toh-á ê sòaⁿ-lō͘ chin súi.,11299-1-1.mp3,這塊原木桌的紋路很美。,
11299,15446,1,電話的線路接了無好。,Tiān-uē ê suànn-lōo tsiap liáu bô hó.,Tiān-ōe ê sòaⁿ-lō͘ chiap liáu bô hó.,11299-2-1.mp3,電話的管線接得不好。,
11299,15447,1,交通的線路愛先安排予好。,Kau-thong ê suànn-lōo ài sing an-pâi hōo hó.,Kau-thong ê sòaⁿ-lō͘ ài seng an-pâi hō͘ hó.,11299-3-1.mp3,交通的路線要先安排好。,
11299,15448,1,伊挨絃仔的線路較好。,I e hiân-á ê suànn-lōo khah hó.,I e hiân-á ê sòaⁿ-lō͘ khah hó.,11299-4-1.mp3,他拉二胡的指法比較好。,
11300,15449,1,媒人喙，糊瘰瘰。,"Muê-lâng-tshuì, hôo-luì-luì.","Môe-lâng-chhùi, hô͘-lùi-lùi.",11300-1-1.mp3,媒人的嘴巴總是把事情過度美化，講得天花亂墜。用來比喻信口開河。,
11302,15452,1,衫紩好，線頭愛拍結。,"Sann thīnn-hó, suànn-thâu ài phah-kat.","Saⁿ thīⁿ-hó, sòaⁿ-thâu ài phah-kat.",11302-1-1.mp3,衣服縫好，線的端頭要打結。,
11302,15453,1,賰的線頭無夠長，無法度紩衫。,"Tshun ê suànn-thâu bô-kàu tn̂g, bô-huat-tōo thīnn-sann.","Chhun ê sòaⁿ-thâu bô-kàu tn̂g, bô-hoat-tō͘ thīⁿ-saⁿ.",11302-2-1.mp3,剩下的短線不夠長，沒辦法縫衣服。,
11303,15454,1,罷工,pā-kang,pā-kang,11303-1-1.mp3,罷工,
11303,15454,2,罷市,pā-tshī,pā-chhī,11303-1-2.mp3,罷市,
11303,15455,1,罷免,pā-bián,pā-bián,11303-2-1.mp3,罷免,
11303,15456,1,罷了,pā--liáu,pā--liáu,11303-3-1.mp3,罷了,
11304,15457,1,皮膚,phuê-hu,phôe-hu,11304-1-1.mp3,皮膚,
11305,15458,1,骨膜,kut-mo̍oh,kut-mo̍͘h,11305-1-1.mp3,覆在骨頭表面的一層白色強韌薄膜,
11305,15458,2,竹仔膜,tik-á mo̍oh,tek-á mo̍͘h,11305-1-2.mp3,竹膜,
11305,15459,1,𥰔仔膜,phín-á mo̍oh,phín-á mo̍͘h,11305-2-1.mp3,貼在笛子膜孔上的薄膜,
11306,15460,1,龜鹿二仙膠,ku lo̍k jī sian ka,ku lo̍k jī sian ka,11306-1-1.mp3,用龜板和鹿茸一起煉製而成的一種中藥,
11306,15460,2,黏膠,liâm-ka,liâm-ka,11306-1-2.mp3,黏膠,
11307,15461,1,三八膣,sam-pat tsi,sam-pat chi,11307-1-1.mp3,罵女人不莊重,
11308,15462,1,老舖,lāu phòo,lāu phò͘,11308-1-1.mp3,老店,
11308,15462,2,店舖,tiàm-phòo,tiàm-phò͘,11308-1-2.mp3,店鋪,
11308,15463,1,行一舖路,kiânn tsi̍t phòo lōo,kiâⁿ chi̍t phò͘ lō͘,11308-2-1.mp3,走十華里路,
11309,15464,1,草蓬蓬生,tsháu phōng-phōng senn,chháu phōng-phōng seⁿ,11309-1-1.mp3,草快速的向上生長,
11309,15464,2,煙蓬蓬衝,ian phōng-phōng tshìng,ian phōng-phōng chhèng,11309-1-2.mp3,煙往上衝,
11312,15467,1,蓬心的菜頭真歹食。,Pōng-sim ê tshài-thâu tsin pháinn-tsia̍h.,Pōng-sim ê chhài-thâu chin pháiⁿ-chia̍h.,11312-1-1.mp3,空心的蘿蔔很難吃。,
11320,15475,1,曝焦的紫菜蓬鬆無重。,Pha̍k-ta ê tsí-tshài phōng-song bô tāng.,Pha̍k-ta ê chí-chhài phōng-song bô tāng.,11320-1-1.mp3,曬乾的紫菜鬆散沒重量。,
11321,15476,1,蓮藕粉,liân-ngāu-hún,liân-ngāu-hún,11321-1-1.mp3,蓮藕粉,
11323,15478,1,蔗糖,tsià-thn̂g,chià-thn̂g,11323-1-1.mp3,蔗糖,
11325,15480,1,花蔫去。,Hue lian--khì.,Hoe lian--khì.,11325-1-1.mp3,花枯了。,
11325,15481,1,鰇魚烘無偌久就會蔫。,Jiû-hî hang bô-guā-kú tō ē lian.,Jiû-hî hang bô-gōa-kú tō ē lian.,11325-2-1.mp3,魷魚烤沒多久就會因為乾掉而捲起來。,
11326,15482,1,蔭白,ìm-pe̍h,ìm-pe̍h,11326-1-1.mp3,因為沒曬到陽光而使皮膚變白,
11326,15483,1,蔭肉,ìm bah,ìm bah,11326-2-1.mp3,因為較深的顏色的襯托而使得皮膚更為白皙,
11326,15484,1,捾矸蔭三分。,Kuānn kan ìm sann hun.,Kōaⁿ kan ìm saⁿ hun.,11326-3-1.mp3,為人倒酒者，能另外得到三成的好處。,
11326,15485,1,封妻蔭子。,Hong tshe ìm tsú.,Hong chhe ìm chú.,11326-4-1.mp3,表示妻子因丈夫受封典，兒子因父親而繼承官位。,
11327,15486,1,樹蔭,tshiū-ńg,chhiū-ńg,11327-1-1.mp3,樹的陰影,
11328,15487,1,菜著蝝,tshài tio̍h iân,chhài tio̍h iân,11328-1-1.mp3,菜長了菜蟲,
11330,15489,1,狗蝨,káu-sat,káu-sat,11330-1-1.mp3,長在狗身上的蝨子,
11347,15507,1,伊氣一下血壓衝誠懸。,I khì tsi̍t-ē hueh-ap tshìng tsiânn kuân.,I khì chi̍t-ē hoeh-ap chhèng chiâⁿ koân.,11347-1-1.mp3,他氣了一下血壓升得很高。,
11347,15508,1,這个歌星這站仔衝甲掠袂牢。,Tsit ê kua-tshenn tsit-tsām-á tshìng kah lia̍h bē tiâu.,Chit ê koa-chheⁿ chit-chām-á chhèng kah lia̍h bē tiâu.,11347-2-1.mp3,這個歌星這陣子名氣威赫，無人能及。,
11348,15509,1,衝了傷過頭。,Tshiong liáu siunn kuè-thâu.,Chhiong liáu siuⁿ kòe-thâu.,11348-1-1.mp3,衝過了頭。,
11348,15510,1,今仔日股票衝破一萬點。,Kin-á-ji̍t kóo-phiò tshiong-phuà tsi̍t-bān tiám.,Kin-á-ji̍t kó͘-phiò chhiong-phòa chi̍t-bān tiám.,11348-2-1.mp3,今天股票市場指數衝過一萬點。,
11349,15511,1,家己褒，較袂臭臊。,"Ka-kī po, khah bē tshàu-tsho.","Ka-kī po, khah bē chhàu-chho.",11349-1-1.mp3,魚販叫賣魚鮮，當然要稱讚自己的魚貨是上等的，而不是臭掉的爛魚。通常用來嘲諷往自己臉上貼金的人。,
11350,15512,1,褙壁,puè piah,pòe piah,11350-1-1.mp3,貼壁紙,
11350,15513,1,用好紙褙,īng hó tsuá puè,ēng hó chóa pòe,11350-2-1.mp3,用好紙裱裝,
11351,15514,1,來者是誰？,Lâi--tsiá sī tsuî?,Lâi--chiá sī chûi?,11351-1-1.mp3,來者是誰？,
11352,15515,1,功課,kong-khò,kong-khò,11352-1-1.mp3,功課,
11352,15516,1,這本課本有十二課。,Tsit pún khò-pún ū tsa̍p-jī khò.,Chit pún khò-pún ū cha̍p-jī khò.,11352-2-1.mp3,這本課本有十二課。,
11352,15517,1,營業課,îng-gia̍p-khò,êng-gia̍p-khò,11352-3-1.mp3,營業課,
11353,15518,1,調節,tiâu-tsiat,tiâu-chiat,11353-1-1.mp3,調節,
11353,15518,2,調味,tiâu-bī,tiâu-bī,11353-1-2.mp3,調味,
11353,15519,1,調整,tiâu-tsíng,tiâu-chéng,11353-2-1.mp3,調整,
11353,15519,2,調薪,tiâu-sin,tiâu-sin,11353-2-2.mp3,調薪,
11354,15520,1,我毋知影伊唱的是啥物調。,Guá m̄ tsai-iánn i tshiùnn--ê sī siánn-mih tiāu.,Góa m̄ chai-iáⁿ i chhiùⁿ--ê sī siáⁿ-mih tiāu.,11354-1-1.mp3,我不知道他唱的是什麼曲。,
11354,15520,2,乞食調,khit-tsia̍h-tiāu,khit-chia̍h-tiāu,11354-1-2.mp3,歌仔戲曲調之一，是乞食時所唱的曲調，由民間乞丐所唱的小調而來,
11354,15520,3,都馬調,too-má-tiāu,to͘-má-tiāu,11354-1-3.mp3,以演唱地方民謠為主的都馬戲之歌調，起源於福建漳州的都馬縣,
11354,15521,1,聲調,siann-tiāu,siaⁿ-tiāu,11354-2-1.mp3,聲調,
11354,15521,2,第一調,tē-it tiāu,tē-it tiāu,11354-2-2.mp3,第一調,
11355,15522,1,交談,kau-tâm,kau-tâm,11355-1-1.mp3,交談,
11364,15533,1,你毋通佮伊衝突。,Lí m̄-thang kah i tshiong-tu̍t.,Lí m̄-thang kah i chhiong-tu̍t.,11364-1-1.mp3,你不可以跟他起爭執。,
11364,15534,1,伊磕袂著就愛佮人起衝突。,I kha̍p-bē-tio̍h tō ài kah lâng khí tshiong-tu̍t.,I kha̍p-bē-tio̍h tō ài kah lâng khí chhiong-tu̍t.,11364-2-1.mp3,他動不動就喜歡跟別人起爭執。,
11367,15537,1,職務調動,tsit-bū tiàu-tōng,chit-bū tiàu-tōng,11367-1-1.mp3,職務調動,
11369,15540,1,伊誠𠢕共人褒嗦。,I tsiânn gâu kā lâng po-so.,I chiâⁿ gâu kā lâng po-so.,11369-1-1.mp3,他很會用好聽話去誇獎別人。,
11370,15541,1,這件代誌愛慢慢仔解決，你莫傷衝碰。,"Tsit kiānn tāi-tsì ài bān-bān-á kái-kuat, lí mài siunn tshóng-pōng.","Chit kiāⁿ tāi-chì ài bān-bān-á kái-koat, lí mài siuⁿ chhóng-pōng.",11370-1-1.mp3,這件事要慢慢解決，你不要太衝動。,
11370,15542,1,你不時都遐衝碰，莫怪會去得失遐濟人。,"Lí put-sî to hiah tshóng-pōng, bo̍k-kuài ē khì tik-sit hiah tsē lâng.","Lí put-sî to hiah chhóng-pōng, bo̍k-koài ē khì tek-sit hiah chē lâng.",11370-2-1.mp3,你常常這麼冒失，難怪會去得罪這麼多人。,
11370,15543,1,逐家攏遐爾衝碰，是發生啥物代誌？,"Ta̍k-ke lóng hiah-nī tshóng-pōng, sī huat-sing siánn-mih tāi-tsì?","Ta̍k-ke lóng hiah-nī chhóng-pōng, sī hoat-seng siáⁿ-mih tāi-chì?",11370-3-1.mp3,大家都這麼慌張，是發生什麼事？,
11375,15548,1,選舉欲到矣，逐家攏咧談論政治。,"Suán-kí beh kàu--ah, ta̍k-ke lóng teh tâm-lūn tsìng-tī.","Soán-kí beh kàu--ah, ta̍k-ke lóng teh tâm-lūn chèng-tī.",11375-1-1.mp3,選舉快到了，大家都在談論政治。,
11376,15549,1,你的身體愛好好仔調養。,Lí ê sin-thé ài hó-hó-á tiâu-ióng.,Lí ê sin-thé ài hó-hó-á tiâu-ióng.,11376-1-1.mp3,你的身體要好好的調養。,
11377,15550,1,聽講公司欲調整人事。,Thiann-kóng kong-si beh tiâu-tsíng jîn-sū.,Thiaⁿ-kóng kong-si beh tiâu-chéng jîn-sū.,11377-1-1.mp3,聽說公司要調整人事。,
11379,15552,1,你莫共這件代誌想甲遐爾仔複雜。,Lí mài kā tsit kiānn tāi-tsì siūnn kah hiah-nī-á ho̍k-tsa̍p.,Lí mài kā chit kiāⁿ tāi-chì siūⁿ kah hiah-nī-á ho̍k-cha̍p.,11379-1-1.mp3,你不要把這件事情想得那麼複雜。,
11380,15553,1,請你有閒來阮遐𨑨迌。,Tshiánn lí ū-îng lâi guán hia tshit-thô.,Chhiáⁿ lí ū-êng lâi goán hia chhit-thô.,11380-1-1.mp3,請你有空來我們那玩。,
11380,15554,1,請你讓予我過一下。,Tshiánn lí niū hōo guá kuè--tsi̍t-ē.,Chhiáⁿ lí niū hō͘ góa kòe--chi̍t-ē.,11380-2-1.mp3,請你讓我過一下。,
11380,15555,1,請你多多指教。,Tshiánn lí to-to tsí-kàu.,Chhiáⁿ lí to-to chí-kàu.,11380-3-1.mp3,請你多多指教。,
11380,15556,1,伊欲請逐家食飯。,I beh tshiánn ta̍k-ke tsia̍h-pn̄g.,I beh chhiáⁿ ta̍k-ke chia̍h-pn̄g.,11380-4-1.mp3,他要請大家來吃飯。,
11380,15556,2,今仔日我請恁。,Kin-á-ji̍t guá tshiánn--lín.,Kin-á-ji̍t góa chhiáⁿ--lín.,11380-4-2.mp3,今天我請你們。,
11380,15556,3,請朋友看電影。,Tshiánn pîng-iú khuànn tiān-iánn.,Chhiáⁿ pêng-iú khòaⁿ tiān-iáⁿ.,11380-4-3.mp3,請朋友看電影。,
11381,15557,1,申請,sin-tshíng,sin-chhéng,11381-1-1.mp3,申請,
11381,15557,2,請示,tshíng-sī,chhéng-sī,11381-1-2.mp3,請示,
11381,15557,3,請安,tshíng-an,chhéng-an,11381-1-3.mp3,請安,
11382,15558,1,相諍,sio-tsènn,sio-chèⁿ,11382-1-1.mp3,互相爭辯,
11382,15558,2,小可仔代誌諍規晡。,Sió-khuá-á tāi-tsì tsènn kui-poo.,Sió-khóa-á tāi-chì chèⁿ kui-po͘.,11382-1-2.mp3,一些小事爭論了半天。,
11383,15559,1,蓋棺論定,kài kuan lūn tīng,kài koan lūn tēng,11383-1-1.mp3,人一生的是非功過，要到死後才能論定。,
11383,15560,1,論輩無論歲。,Lūn puè bô lūn huè.,Lūn pòe bô lūn hòe.,11383-2-1.mp3,只按照輩份而不按照年紀大小。,
11383,15561,1,無論代誌上尾按怎，我攏會支持你。,"Bô-lūn tāi-tsì siōng-bué án-tsuánn, guá lóng ē tsi-tshî--lí.","Bô-lūn tāi-chì siōng-bóe án-chóaⁿ, góa lóng ē chi-chhî--lí.",11383-3-1.mp3,無論事情最後如何，我都會支持你。,
11383,15562,1,買賣算分，相請無論。,"Bé-bē sǹg hun, sio-tshiánn bô-lūn.","Bé-bē sǹg hun, sio-chhiáⁿ bô-lūn.",11383-4-1.mp3,做買賣的時候要算得比較精，請客的時候就不計較了。,
11383,15563,1,辯論,piān-lūn,piān-lūn,11383-5-1.mp3,辯論,
11385,15565,1,天賜良緣,thian sù liông iân,thian sù liông iân,11385-1-1.mp3,天賜良緣,
11385,15565,2,賜福,sù-hok,sù-hok,11385-1-2.mp3,賜福,
11387,15566,1,賞月,siúnn-gue̍h,siúⁿ-goe̍h,11387-1-1.mp3,賞月,
11387,15566,2,賞花,siúnn-hue,siúⁿ-hoe,11387-1-2.mp3,賞花,
11387,15567,1,賞你一百箍。,Siúnn lí tsi̍t-pah khoo.,Siúⁿ lí chi̍t-pah kho͘.,11387-2-1.mp3,賞你一百塊錢。,
11388,15568,1,你的損失我會賠你。,Lí ê sún-sit guá ē puê--lí.,Lí ê sún-sit góa ē pôe--lí.,11388-1-1.mp3,你的損失我會賠你。,
11388,15569,1,賠罪,puê-tsuē,pôe-chōe,11388-2-1.mp3,賠罪,
11388,15569,2,賠禮,puê-lé,pôe-lé,11388-2-2.mp3,賠禮,
11389,15570,1,賢妻良母,hiân tshe liông bió,hiân chhe liông bió,11389-1-1.mp3,賢妻良母,
11389,15570,2,賢慧,hiân-huē,hiân-hōe,11389-1-2.mp3,賢慧,
11389,15571,1,賢弟,hiân-tē,hiân-tē,11389-2-1.mp3,賢弟,
11390,15572,1,賣麵,bē mī,bē mī,11390-1-1.mp3,賣麵,
11390,15572,2,賣衫,bē sann,bē saⁿ,11390-1-2.mp3,賣衣服,
11390,15572,3,賣厝還數,bē tshù hîng siàu,bē chhù hêng siàu,11390-1-3.mp3,賣房子還債,
11391,15573,1,賣國賊,māi-kok-tsha̍t,māi-kok-chha̍t,11391-1-1.mp3,賣國賊,
11392,15574,1,伊就是手賤啦，遮摸遐磕，毋才會去電著。,"I tō sī tshiú tsiān--lah, tsia bong hia kha̍p, m̄-tsiah ē khì tiān--tio̍h.","I tō sī chhiú chiān--lah, chia bong hia kha̍p, m̄-chiah ē khì tiān--tio̍h.",11392-1-1.mp3,他就是手愛亂動啦，這裡摸那裡碰，所以才會觸電。,
11392,15575,1,賤人,tsiān-jîn,chiān-jîn,11392-2-1.mp3,卑下的人,
11393,15576,1,本質,pún-tsit,pún-chit,11393-1-1.mp3,本質,
11393,15576,2,塗質,thôo-tsit,thô͘-chit,11393-1-2.mp3,土質,
11394,15577,1,嫖賭飲三字全。,Phiâu tóo ím sann jī tsuân.,Phiâu tó͘ ím saⁿ jī choân.,11394-1-1.mp3,嫖、賭、飲酒樣樣都會。,
11394,15578,1,賭強,tóo-kiông,tó͘-kiông,11394-2-1.mp3,逞強,
11395,15579,1,你踏著我的跤。,Lí ta̍h-tio̍h guá ê kha.,Lí ta̍h-tio̍h góa ê kha.,11395-1-1.mp3,你踩到我的腳。,
11395,15580,1,一跤舊皮箱踏兩百箍。,Tsi̍t kha kū phuê-siunn ta̍h nn̄g-pah khoo.,Chi̍t kha kū phôe-siuⁿ ta̍h nn̄g-pah kho͘.,11395-2-1.mp3,一只舊皮箱折兩百元。,
11395,15581,1,我話踏頭前，恁的代誌愛家己負責。,"Guá uē ta̍h thâu-tsîng, lín ê tāi-tsì ài ka-kī hū-tsik.","Góa ōe ta̍h thâu-chêng, lín ê tāi-chì ài ka-kī hū-chek.",11395-3-1.mp3,我先言明，你們的事要自己負責。,
11395,15582,1,踏三成,ta̍h sann siânn,ta̍h saⁿ siâⁿ,11395-4-1.mp3,抽三成,
11396,15583,1,踢傷細力,that siunn sè la̍t,that siuⁿ sè la̍t,11396-1-1.mp3,踢得力道太小,
11396,15583,2,踢球,that kiû,that kiû,11396-1-2.mp3,踢球,
11397,15584,1,阮兜今仔日欲請人客。,Guán tau kin-á-ji̍t beh tshiánn-lâng-kheh.,Goán tau kin-á-ji̍t beh chhiáⁿ-lâng-kheh.,11397-1-1.mp3,我家今天要宴客。,
11399,15587,1,我攏會共零星錢橐入去豬公內底。,Guá lóng ē kā lân-san-tsînn lok ji̍p-khì ti-kong lāi-té.,Góa lóng ē kā lân-san-chîⁿ lok ji̍p-khì ti-kong lāi-té.,11399-2-1.mp3,我都把零錢放進撲滿裡。,
11410,15600,1,請你替我共恁阿姆請安。,Tshiánn lí thè guá kā lín a-ḿ tshíng-an.,Chhiáⁿ lí thè góa kā lín a-ḿ chhéng-an.,11410-1-1.mp3,請你代我向你伯母問候。,
11413,15603,1,豬血粿,ti-hueh-kué,ti-hoeh-kóe,11413-1-1.mp3,豬血糕,
11423,15615,1,工廠會趁錢，是因為有真濟工人咧為頭家賣命。,"Kang-tshiúnn ē thàn-tsînn, sī in-uī ū tsin tsē kang-lâng teh uī thâu-ke bē-miā.","Kang-chhiúⁿ ē thàn-chîⁿ, sī in-ūi ū chin chē kang-lâng teh ūi thâu-ke bē-miā.",11423-1-1.mp3,工廠會賺錢，是因為有很多工人在為老闆拼命。,
11424,15616,1,伊這个人真趣味。,I tsit ê lâng tsin tshù-bī.,I chit ê lâng chin chhù-bī.,11424-1-1.mp3,他這個人很有趣。,
11424,15617,1,啉酒我無趣味。,Lim tsiú guá bô tshù-bī.,Lim chiú góa bô chhù-bī.,11424-2-1.mp3,我對喝酒沒興趣。,
11436,15630,1,阿國仔足豬哥神的，看著媠查某喙瀾就直直流。,"A-kok--á tsiok ti-ko-sîn--ê, khuànn-tio̍h suí tsa-bóo tshuì-nuā tō ti̍t-ti̍t lâu.","A-kok--á chiok ti-ko-sîn--ê, khòaⁿ-tio̍h súi cha-bó͘ chhùi-nōa tō ti̍t-ti̍t lâu.",11436-1-1.mp3,阿國很好色，看到漂亮的女人就猛流口水。,
